"packageid","title","abstract","new_keywords"
"knb-lter-arc.20140","Comparison of vole-grazed and ungrazed Eriophorum vaginatum tussock biomass at the 2007 Anaktuvuk River fire scar in 2019","This file contains biomass measurements from vole-grazed and ungrazed Eriophorum vaginatum tussocks taken from the 2007 Anaktuvuk River Fire scar in 2019. Rodent-grazed and ungrazed tussocks were harvested to assess the impact voles have on biomass. Eighteen grazed  tussocks and seven ungrazed tussocks were harvested and taken back to the lab. Ungrazed tussocks were subsampled to make seperation faster. Eight additional ungrzed tussocks were measured in the field and biomass estimates were made using allometry equations based on diameter. The goals of the project were to examine the impact of post-fire changes in plant community composition and structure on habitat suitability and rodent herbivore activity in response to a large, severe, and unprecedented fire in northern Alaska moist acidic tundra.","ecology, ecosphere event, community, animal, community process, environmental process, biodiversity, disturbance, fire, herbivore, vertebrate, herbivory, disturbance, allometry, community dynamics, species diversity, mammal"
"knb-lter-arc.20141","Eriophorum vaginatum rhizome nitrogen content from the 2007 Anaktuvuk River fire scar measured in 2019.","This file contains Eriophorum vaginatum rhizome biomass from a 2017 biomass pluck of previously burned tundra (2007 Anaktuvuk River Fire) and nearby unburned tundra. Rhizome biomass from the pluck was combined with rhizome percent nitrogen estimates (2.47% at the Anaktuvuk River Fire, and 1.05% at the nearby unburned site) to estimate grams of nitrogen per meter squared, to evaluate differences in winter forage quality for the rodent herbivore, Microtus oeconomus. Percent nitrogen estimates were derived from pooled rhizome samples collected from the two sites in late 2018. The goals of the project were to examine the impact of post-fire changes in plant community composition, nutrient quality and structure on habitat suitability and rodent herbivore activity in response to a large, severe, and unprecedented fire in northern Alaska moist acidic tundra.","biogeochemistry, ecology, ecosphere event, community, environmental process, nitrogen cycle, nutrient, biodiversity, disturbance, fire, herbivore, disturbance, nitrogen, community dynamics, species diversity"
"knb-lter-arc.20143","Factorial experiment to test effects of food availability and temperature on slimy sculpin (Cottus cognatus) at Toolik Field Station, 2018","We used a fully factorial experiment to test effects of food availability and temperature (7.6, 12.7 and 17.4 degrees C; 50 days) on growth, consumption, respiration, and excretion of slimy sculpin (Cottus cognatus).","ecology, meteorology, aquatic, animal, biological process, manipulation process, physiological process, biodiversity, temperature, freshwater, lake, vertebrate, growth, warming, respiration, trophic dynamics, fish"
"knb-lter-arc.20145","Habitat use, consumption, and growth  by slimy sculpin (Cottus cognatus) held under different levels of temperature at Toolik Field Station 2019","We tested effects of temperature (12 and 19.3 degrees C; 27 days) on habitat use, consumption, and growth of slimy sculpin (Cottus cognatus).  To measure temperature selection by sculpin, we connected two 5.7 L tanks with a PVC pipe that was passable by sculpin (n = 12 tanks). We heated one side of the tank to 12 °C and the other to 19.3 °C using aquarium heaters.","ecology, meteorology, aquatic, animal, biological process, manipulation process, biodiversity, temperature, freshwater, lake, vertebrate, growth, warming, trophic dynamics, fish"
"knb-lter-arc.20146","Invertebrate Community Asemblage from the Arctic LTER Upper Kuparuk River Reference (2001-2012) and  Fertilized Reach (2002-2016), Toolik Field Station, Alaska","Surber sampler (25 X 25 cm frame fitted with a 243 um mesh net) was used to sample invertebrates at on the Kuparuk River in Reference (2001-2012) and  Fertilized Reach (2002-2016) reach.","ecology, aquatic, ecosphere event, animal, environmental process, manipulation process, water, biodiversity, freshwater, stream, disturbance, invertebrate, disturbance, fertilization, fresh water, community dynamics"
"knb-lter-arc.20147","Small mammal structure cover collected at Team Vole fences near Nome, Toolik Lake, and Utqaigvik, Alaska, summer 2019","Percent cover of tundra vole and brown lemming structures collected from within the Team Vole enclosure/exclosure fences near Nome, Toolik, Utqiagvik, AK 2019.","ecology, experiment, community, animal, biodiversity, field manipulation, herbivore, vertebrate, plant cover, enclosure, exclosure, mammal"
"knb-lter-arc.20148","Soil and plant biogeochemical and soil temperature variables collected at brown lemming (Lemmus trimucronatus) and tundra vole (Microtus oeconomus) structure sties near Nome, Toolik Lake, and Utqaigvik, Alaska, summer 2018-2020","Soil and plant sampling analysis under small mammal-built structures and controls sites from near the Team Vole fences: Nome, Toolik, Utqiagvik, AK 2018-2020.","meteorology, soil science, experiment, community, animal, temperature, soil temperature, field manipulation, herbivore, vertebrate, exclosure, mammal"
"knb-lter-arc.20149","Model Simulations of The Effects of Shifts in High-frequency Weather Variability (No Long-term Weather Trend) Control Carbon Loss from Land to the Atmosphere, Toolik Lake, Alaska, 2022-2122","Climate change is increasing extreme weather events, but effects on high-frequency weather variability and the resultant impacts on ecosystem function are poorly understood.  We assessed ecosystem responses of arctic tundra to changes in day-to-day weather variability using a biogeochemical model and stochastic simulations of daily temperature, precipitation, and light.  Changes in weather variability altered ecosystem carbon, nitrogen, and phosphorus stocks and cycling rates.  Some responses of processes (e.g., respiration) were inconsistent with expectations, indicating that whole-ecosystem interactions and feedbacks moderate or even reverse responses to weather variability.  More weather variability led to greater carbon losses from land to atmosphere, and less variability led to higher carbon sequestration on land.  The magnitude of response to weather variability was similar to that predicted from climate mean trend effects.This dataset consists of the MEL parameter file, driver files and output files for simulations without a long term weathertrend.","biogeochemistry, meteorology, ecosphere event, model, biogeochemical process, biological process, environmental process, hydrologic process, measurement process, physiological process, air, carbon, nitrogen cycle, nutrient, phosphorus cycle, light, precipitation, temperature, weather, disturbance, simulation, carbon, nutrient, production, disturbance, precipitation, modeling, simulation, respiration, atmosphere, nitrogen, phosphorus, primary production"
"knb-lter-arc.20150","Model Simulations of The Effects of Shifts in High-frequency Weather Variability (With a Long-term Trend) on Carbon Loss from Land to the Atmosphere, Toolik Lake, Alaska, 2022-2122","Climate change is increasing extreme weather events, but effects on high-frequency weather variability and the resultant impacts on ecosystem function are poorly understood.  We assessed ecosystem responses of arctic tundra to changes in day-to-day weather variability using a biogeochemical model and stochastic simulations of daily temperature, precipitation, and light.  Changes in weather variability altered ecosystem carbon, nitrogen, and phosphorus stocks and cycling rates.  Some responses of processes (e.g., respiration) were inconsistent with expectations, indicating that whole-ecosystem interactions and feedbacks moderate or even reverse responses to weather variability.  More weather variability led to greater carbon losses from land to atmosphere, and less variability led to higher carbon sequestration on land.  The magnitude of response to weather variability was similar to that predicted from climate mean trend effects.This dataset consists of the MEL parameter file, driver files and output files for simulations with a long-term weather trend.","biogeochemistry, meteorology, ecosphere event, model, biogeochemical process, biological process, environmental process, hydrologic process, measurement process, physiological process, air, carbon, nitrogen cycle, nutrient, phosphorus cycle, light, precipitation, temperature, weather, disturbance, simulation, carbon, nutrient, production, disturbance, precipitation, modeling, simulation, respiration, atmosphere, nitrogen, phosphorus, primary production"
"knb-lter-arc.20151","Weather measurements for Toolik Lake, Alaska, 1989-2019","Weather measurements from the Toolk Main weather station, 1989-2019. This data was originally downloaded from the Toolik Field Station Environmental Data Center March 8, 2021.This climate record was used in Rastetter et al., Science, submitted.The latest climate data is available at http://toolik.alaska.edu/edc/abiotic_monitoring/data_query.php","meteorology, field method, measurement process, weather, monitoring, monitoring"
"knb-lter-arc.319","Carbon and nitrogen stable isotope values for lake trout from 6 different Arctic lakes near Toolik, Arctic LTER 1987 to 1988.","Lake trout were analysed for carbon and nitrogen stable isotope values in 6 Arctic lakes near Toolik Lake at the Arctic LTER in 1987 and 1988. The fish were also analysed for age using otoliths.","biogeochemistry, aquatic, population, animal, carbon, isotope, nitrogen cycle, freshwater, lake, population dynamics, vertebrate, nitrogen, fish"
"knb-lter-arc.320","Concentration of dissolved inorganic carbon (DIC) and del 13C isotope value for lakes and rivers on North Slope from Brooks Range to Prudhoe Bay, Arctic LTER 1988 to 1989.","Concentration of dissolved inorganic carbon (DIC) and del 13C isotope value for lakes and rivers on North Slope from Brooks Range to Prudhoe Bay, Arctic LTER 1988 to 1989.","biogeochemistry, aquatic, landform, carbon, isotope, freshwater, lake, stream, hillslope"
"knb-lter-arc.321","Concentration of dissolved inorganic carbon (DIC), carbon and nitrogen concentrations, C:N ratios and del 13C isotope value for lakes and rivers on North Slope from Brooks Range to Prudhoe Bay, Arctic LTER 1988 to 2005","Composite file describing plant, animal, water, and sediment samples collected at various sites near Toolik Research Station (68 38&#039;N, 149 36&#039;W). Sample site descriptors include an assigned number specific to the file, a number that relates the samples to other samples collected on the same date and time (sortchem), site, date, time, and depth. Samples are identified by type, category, and a short description. Data include isotope values, carbon and nitrogen concentrations, and C:N ratios of samples.","biogeochemistry, aquatic, animal, community, plankton, landform, carbon, isotope, nitrogen cycle, inorganic matter, nutrient, freshwater, lake, stream, vertebrate, seston, phytoplankton, zooplankton, hillslope, nitrogen, inorganic nutrient, fish"
"knb-lter-arc.944","Zooplankton density for lake samples collected near Toolik Lake Arctic LTER in the summer of 1977","Zooplankton density in number per liter for all samples collected from arctic lakes near Toolik Lake Field Station (Arctic LTER) in the summer of 1977.","ecology, aquatic, plankton, biodiversity, freshwater, lake, zooplankton, density"
"knb-lter-arc.961","Zooplankton density for lake samples collected near Toolik Lake Arctic LTER in the summers between 1993-2002.","Zooplankton density, in number per liter, was taken with a 30 cm diameter plankton net with a 335 um mesh plankton netting. All samples were collected from Toolik Lake and the lakes near the Toolik Field Station, Arctic LTER from 1993-2002. NOTE: In versions pervious to 3 the dates for 1994 and 1995 were WRONG.","ecology, aquatic, plankton, biodiversity, freshwater, lake, pond, zooplankton, density"
"knb-lter-arc.969","Number of cyanobacteria in Toolik Lake at 1 meter depth during June, July and August 1996 , Arctic LTER, summer 1996.","Number of cyanobacteria in Toolik Lake at 1 meter depth during June, July and August 1996. Samples were transported to the Dept. of Fisheries and Oceans in West Vancouver, British Columbia, Canada for analysis.","aquatic, animal, microbe, biological process, freshwater, lake, vertebrate, bacteria, production, fish, cyanobacteria"
"knb-lter-arc.97","Chlorophyll A, and primary productivity of Toolik lake , Arctic LTER 1975 to 1988, Toolik Filed Station, Alaska.","Chlorophyll A, and primary productivity of Toolik lake 1975 - 1988. Water samples were taken weekly from Toolik lake. The sampling depths for the Control side were 0, 1, 3, 5, and 6 meters and the Treatment side were 0, 1, 3, 5, and 7 meters","biogeochemistry, aquatic, field method, biological process, chlorophyll, freshwater, lake, water sample, production, primary production"
"knb-lter-arc.982","Bacterial Production Data for lakes and lake inlets/outlets samples collected summer 1997, Arctic LTER, Toolik Research Station, Alaska.","Yearly file containing information on bacterial productivity. Samples were collected at various sites near Toolik Research Station (68 38'N, 149 36'W). Sample site descriptors include an assigned number (sortchem), site, date, time and depth.","biogeochemistry, ecology, aquatic, microbe, biological process, carbon, biodiversity, freshwater, lake, stream, bacteria, production, community dynamics, bactereial production"
"knb-lter-arc.983","Bacterial Production Data for lakes and lake inlets/outlets samples collected summer 1999, Arctic LTER, Toolik Research Station, Alaska.","Yearly file containing information on bacterial productivity. Samples were collected at various sites near Toolik Research Station (68 38'N, 149 36'W). Sample site descriptors include an assigned number (sortchem), site, date, time and depth.","biogeochemistry, ecology, aquatic, microbe, biological process, carbon, biodiversity, freshwater, lake, stream, bacteria, production, community dynamics, bactereial production"
"knb-lter-arc.984","Bacterial Production Data for lakes and lake inlets/outlets samples collected summer 2000, Arctic LTER, Toolik Research Station, Alaska.","Yearly file containing information on bacterial productivity. Samples were collected at various sites near Toolik Research Station (68 38'N, 149 36'W). Sample site descriptors include an assigned number (sortchem), site, date, time and depth.","biogeochemistry, ecology, aquatic, microbe, biological process, carbon, biodiversity, freshwater, lake, stream, bacteria, production, community dynamics, bactereial production"
"knb-lter-arc.985","Bacterial Production Data for lakes and lake inlets/outlets samples collected summer 2001, Arctic LTER, Toolik Research Station, Alaska.","Yearly file containing information on bacterial productivity. Samples were collected at various sites near Toolik Research Station (68 38'N, 149 36'W). Sample site descriptors include an assigned number (sortchem), site, date, time and depth.","biogeochemistry, ecology, aquatic, microbe, biological process, carbon, biodiversity, freshwater, lake, stream, bacteria, production, community dynamics, bactereial production"
"knb-lter-arc.986","Bacterial Production Data for lakes and lake inlets/outlets samples collected summer 2002, Arctic LTER, Toolik Research Station, Alaska.","Yearly file containing information on bacterial productivity. Samples were collected at various sites near Toolik Research Station (68 38'N, 149 36'W). Sample site descriptors include an assigned number (sortchem), site, date, time and depth.","biogeochemistry, ecology, aquatic, microbe, biological process, carbon, biodiversity, freshwater, lake, stream, bacteria, production, community dynamics, bactereial production"
"knb-lter-arc.987","Bacterial Production Data for lakes and lake inlets/outlets samples collected summer 2003, Arctic LTER, Toolik Research Station, Alaska.","Yearly file containing information on bacterial productivity. Samples were collected at various sites near Toolik Research Station (68 38'N, 149 36'W). Sample site descriptors include an assigned number (sortchem), site, date, time and depth.","biogeochemistry, ecology, aquatic, microbe, biological process, carbon, biodiversity, freshwater, lake, stream, bacteria, production, community dynamics, bactereial production"
"knb-lter-arc.988","Bacterial Production Data for lakes and lake inlets/outlets samples collected summer 2004, Arctic LTER, Toolik Research Station, Alaska.","Yearly file containing information on bacterial productivity. Samples were collected at various sites near Toolik Research Station (68 38'N, 149 36'W). Sample site descriptors include an assigned number (sortchem), site, date, time and depth.","biogeochemistry, ecology, aquatic, microbe, biological process, carbon, biodiversity, freshwater, lake, stream, bacteria, production, community dynamics, bactereial production"
"knb-lter-arc.989","Bacterial Production Data for lakes and lake inlets/outlets samples collected summer 2005, Arctic LTER, Toolik Research Station, Alaska.","Yearly file containing information on bacterial productivity. Samples were collected at various sites near Toolik Research Station (68 38'N, 149 36'W). Sample site descriptors include an assigned number (sortchem), site, date, time and depth.","biogeochemistry, ecology, aquatic, microbe, biological process, carbon, biodiversity, freshwater, lake, stream, bacteria, production, community dynamics, bactereial production"
"knb-lter-arc.990","Bacterial Production Data for lakes and lake inlets/outlets samples collected summer 2006, Arctic LTER, Toolik Research Station, Alaska.","Yearly file containing information on bacterial productivity. Samples were collected at various sites near Toolik Research Station (68 38'N, 149 36'W). Sample site descriptors include an assigned number (sortchem), site, date, time and depth.","biogeochemistry, ecology, aquatic, microbe, biological process, carbon, biodiversity, freshwater, lake, stream, bacteria, production, community dynamics, bactereial production"
"knb-lter-arc.993","Bacterial Production Data for lakes and lake inlets/outlets samples collected summer 1996, Arctic LTER, Toolik Research Station, Alaska.","Yearly file containing information on bacterial productivity. Samples were collected at various sites near Toolik Research Station (68 38'N, 149 36'W). Sample site descriptors include an assigned number (sortchem), site, date, time and depth.","biogeochemistry, ecology, aquatic, microbe, biological process, carbon, biodiversity, freshwater, lake, stream, bacteria, production, community dynamics, bactereial production"
"knb-lter-ntl.1","North Temperate Lakes LTER: Chemical Limnology of Primary Study Lakes: Nutrients, pH and Carbon 1981 - current","Parameters characterizing the nutrient chemistry of the eleven primary lakes (Allequash, Big Muskellunge, Crystal, Sparkling, and Trout lakes, unnamed lakes 27-02 [Crystal Bog] and 12-15 [Trout Bog], Mendota, Monona, Wingra, and Fish) are measured at multiple depths throughout the year. These parameters include total nitrogen, total dissolved nitrogen, nitrite+nitrate-N, ammonium-N, total phosphorus, total dissolved phosphorus, dissolved reactive phosphorus (only in the southern lakes and not in Wingra and Fish after 2003), bicarbonate-reactive filtered and unfiltered silica (both discontinued in 2003), dissolved reactive silica, pH, air equilibrated pH (discontinued in 2014 in the northern lakes and in 2020 in the southern lakes), total alkalinity, total inorganic carbon, dissolved inorganic carbon, total organic carbon, dissolved organic carbon, and total particulate matter (only in the northern lakes in this data set; total particulate matter in southern lakes starting in 2000 is available in a separate dataset). Sampling Frequency: Northern lakes- monthly during ice-free season - every 5 weeks during ice-covered season. Southern lakes- Southern lakes samples are collected every 2-4 weeks during the summer stratified period, at least monthly during the fall, and typically only once during the winter, depending on ice conditions. Number of sites: 11Note that years 2020 & 2021 are not complete, but we are publishing the data that we have. The dataset will be updated as new data is received.","biogeochemistry, ecology, aquatic, animal, hydrologic process, air, water, carbon, nitrogen cycle, inorganic matter, nutrient, organic matter, phosphorus cycle, silicon, water biogeochemistry, aquatic ecology, biodiversity, freshwater, lake, wetland, vertebrate, ice, air, ice, bicarbonate, ammonium, ammonia, nitrate, nitrogen, inorganic nutrient, phosphorus, silica, limnology, plant cover, fish"
"knb-lter-ntl.10","North Temperate Lakes LTER: Groundwater Chemistry 1984 - current","          Water chemistry is measured annually in 11 monitoring wells to characterize regional groundwater chemistry in the Trout Lake area. The chemical parameters measured include pH, conductivity, total alkalinity, disolved inorganic and organic carbon, total nitrogen, nitrae, ammonia, total phosphorus, calcium, magnesium, soium, potassium, chloride, sulfate, iron, manganese, total silica and dissolved reactive silica. Chemical data areavailable at a quarterly sampling frequency for some years. In addition (see related data set - Groundwater Level), water levels in 37 monitoring wells are measured several times per year. The wells are scattered throughout the Trout Lake hydrological basin and the data are used to calibrate and test regional groundwater flow models. Sampling Frequency: annually - with some earlier data from quarterly sampling Number of sites: 11        ","biogeochemistry, ecology, hydrology, aquatic, field method, model, measurement process, landform, water, calcium, carbon, chloride, conductivity, iron, magnesium, nitrogen cycle, inorganic matter, nutrient, organic matter, phosphorus cycle, potassium, silicon, sodium, sulfur cycle, water biogeochemistry, aquatic ecology, water level, freshwater, lake, monitoring, monitoring, basin, ground water, ammonium, ammonia, nitrate, nitrogen, inorganic nutrient, phosphorus, silica, sulfate, limnology"
"knb-lter-ntl.100","Landscape Position Project at North Temperate Lakes LTER: Fish 1998 - 1999","As part of the Landscape Position Project, we conducted fish sampling on each of 26        lakes using a variety of gear types. Sampling was conducted beginning in the 3rd week in        June and running through the endof July in 1998. In 1999, sampling was conducted from early        July through August. We used vertical gillnets of various mesh sizes (19, 32, 51, 64, 89-mm        stretch mesh) to sample pelagic fishes. The nets were fished in the deep basin of each lake        for one diel cycle. We used fyke nets to sample fishes in the shallow near shore areas.        Three nets were set, one each at differing locations defined by substrate type (muck, sand        and cobble) for one diel cycle. Three crayfish traps were set along side each of the fyke        nets. We performed electrofishing over two, 30 minute transects along the near shore area        between 0.3 and 1.5-m in depth. Our goal was to capture, identify and measure as many game        and non-game fish species as possible Sampling Frequency: one survey on each lake in late        June through August of 1998 or 1999 Number of sites: 26 ","ecology, aquatic, field method, survey, population, animal, landform, soil, biodiversity, freshwater, lake, transect, vertebrate, basin, sand, fish"
"knb-lter-ntl.10000","2007 Environmental Protection Agency (EPA) National Lakes Assessment dataset plus derived
			data and additional spatially explicit ancillary environmental data.","Lake water quality is known to be affected by local and regional drivers, including lake				physical characteristics, hydrology, landscape position, land cover, land use, geology, and				climate. Here, we demonstrate the utility of hypothesis testing within the landscape				limnology conceptual framework using a random forest algorithm on large, national-scale,				spatially explicit dataset, the United States Environmental Protection Agency 2007 National				Lakes Assessment. For 1026 lakes, we tested the relative importance of water quality drivers				across spatial scales, the importance of hydrologic connectivity in mediating water quality				drivers, and how the importance of both spatial scale and connectivity differ across				response variables for five important in-lake water quality metrics (total phosphorus, total				nitrogen, dissolved organic carbon, turbidity, and conductivity).","biogeochemistry, climatology, ecology, geography, geology, hydrology, aquatic, terrestrial, spatial method, biogeochemical process, biological process, water, carbon, conductivity, inorganic matter, nitrogen cycle, nutrient, organic matter, phosphorus cycle, water biogeochemistry, aquatic ecology, biodiversity, landcover, landuse, freshwater, lake, forest, geographic information system, nutrient, production, nitrogen, phosphorus, water quality, limnology, plant cover, primary production"
"knb-lter-ntl.10001","Globally distributed lake surface water temperatures collected in situ and by
			satellites; 1985-2009","Global environmental change has influenced lake surface temperatures, a key driver of				ecosystem structure and function. Recent studies have suggested significant warming of water				temperatures in individual lakes across many different regions around the world. However,				the spatial and temporal coherence associated with the magnitude of these trends remains				unclear. Thus, a global dataset of water temperature is required to understand and				synthesize global, long-term trends in surface water temperatures of inland bodies of water.				We assembled a database of summer lake surface temperatures for 291 lakes collected in situ				and/or by satellites for the period 1985-2009. In addition, corresponding climatic drivers				(air temperatures, solar radiation, and cloud cover) and geomorphometric characteristics				(latitude, longitude, elevation, lake surface area, maximum depth, mean depth, and volume)				that influence lake surface temperatures were compiled for each lake. This unique dataset				offers an invaluable baseline perspective on global-scale lake thermal conditions as				environmental change continues.This dataset accompanies a data publication in the journal Scientific Data","ecology, meteorology, aquatic, spatial method, ecosystem, manipulation process, air, water, aquatic ecology, biodiversity, temperature, radiation, freshwater, lake, imagery, warming, air, plant cover, air temperature, satellite imagery"
"knb-lter-ntl.10002","Century-Long Temperature Record from Lake Tanganyika","Lake Tanganyika has one of the longest temperature records of any lake on Earth.				Temperature data are spatially and temporally discontinuous but offer an incredible resource				for understanding climate impacts on this great tropical lake.","climatology, ecology, meteorology, aquatic, tropical, water, aquatic ecology, temperature, freshwater, lake"
"knb-lter-ntl.101","Environmental Research Lab-Duluth Chemical Lake Survey 1979 - 1982","Chemical survey of 832 lakes in Minnesota, Michigan, Wisconsin and Ontario conducted by        ERL-Duluth and UMD between 1979 and 1982 for evaluation of trophic state and sensitivity to        acid deposition Glass, G.E. and Sorenson, J.A. (1994) USEPA ERLD-UMD acid deposition        gradient-susceptibility database. U.S. EPA Environmental Research Laboratory - Duluth and        University of Minnesota at Duluth, MN. Number of sites: 856 within 832 lakes ","biogeochemistry, ecology, aquatic, survey, environmental process, calcium, carbon, chloride, conductivity, iron, magnesium, nitrogen cycle, inorganic matter, nutrient, phosphorus cycle, potassium, silicon, sodium, sulfur cycle, aquatic ecology, biodiversity, freshwater, lake, deposition, ammonium, ammonia, nitrate, nitrogen, inorganic nutrient, phosphate, silica, sulfate, trophic dynamics"
"knb-lter-ntl.103","North Temperate Lakes LTER: Patterns of Soil Phosphorus - Y Plot Analysis 2001","In natural soils, patterns of variance are generated by driving forces such as parent				materials, climate, hydrology, relief, disturbance and biological activity. These drivers,				operating at particular scales and interacting with other drivers across scales, create a				complex pattern of soil variability. Human activity may change the natural patterns of				variance by changing the scale at which the governing processes are operating or the				governing processes that are dominant at a given scale. In the case of soils and phosphorus				(P) concentrations, this may involve changing dominant forces from plant-soil interactions				and parent material to fertilizer inputs. Here, we examine the hypothesis that human				activity changes natural patterns of variance in soil P concentrations across several				spatial scales. We measured soil P concentrations and variability at 3 distinct levels of				analysis - among sites, within a field, and within a 10-m diameter plot - and across 4				management regimes - remnant prairie, lawns, cash grain farms, and dairies. Variance changed				across scale in any one management regime and across management regimes at the same scale.				Rescaling the pattern of P accumulation and variability has implications for managing P				runoff from uplands. For sample sites on private property, specific site location				information, such as GPS coordinates, is not included in these datasets. If you have a need				for this information, please get in touch with the contact person listed above Number of				sites: 30 ","biogeochemistry, climatology, hydrology, management, sociology, soil science, human dominated, terrestrial, ecosphere event, plant, environmental process, hydrologic process, manipulation process, soil, inorganic matter, nutrient, phosphorus cycle, soil biogeochemistry, agricultural, grassland, disturbance, accumulation, disturbance, runoff, fertilization, inorganic nutrient, phosphorus"
"knb-lter-ntl.105","North Temperate Lakes LTER: Patterns of Soil Phosphorus Across an Urbanizing Agricultural Landscape 2000 - 2001","Understanding the magnitude and location of soil phosphorus (P) accumulation in				watersheds is a critical step toward managing runoff of this pollutant to aquatic				ecosystems. Here, we examined the usefulness of urban-rural gradients (URGs), an emerging				paradigm in urban ecology, for predicting soil P concentrations across a rapidly urbanizing				agricultural watershed in southern Wisconsin. We compared several measures of an urban-rural				gradient to predictors of soil P such as soil type, slope, topography, land use, land cover,				and fertilizer and manure use. Most of the factors that were expected to drive differences				in soil P concentrations were not found to be good predictors of soil P; while there were				several significant relationships, most explained only a small proportion of the variation.				There was a significant relationship between soil P concentration and each of the				urban-rural gradients, but these relationships explained only a small amount of the				variation in soil P concentrations. Soil P concentration, unlike some other ecosystem				properties, is not well predicted by urban-rural gradients Additional Chemical Analyses:				These additional analyses were done to provide comparisons to Bray-1 P. Specifically, we				wanted to know whether, in Dane County, there was a consistent relationship between total P				and Bray-1 P. For sample sites on private property, specific site location information, such				as GPS coordinates, is not included in these datasets. If you have a need for this				information, please get in touch with the contact person listed above Number of sites: 334;				20 of these sites with additional chem analyses ","biogeochemistry, ecology, geography, soil science, topography, aquatic, human dominated, ecosystem, environmental process, hydrologic process, manipulation process, landform, soil, calcium, iron, magnesium, inorganic matter, nutrient, organic matter, phosphorus cycle, potassium, sodium, biodiversity, landcover, landuse, agricultural, urban, accumulation, runoff, fertilization, hillslope, watershed, inorganic nutrient, phosphorus, plant cover"
"knb-lter-ntl.106","Historical Birge - Juday Lake Survey - major ions 1900 - 1943","Data collected by Birge, Juday, and collaborators, mostly in north-central Wisconsin,				from 1900 through 1943; generally one sampling event per lake during the summer,  but on				some lakes, especially around Trout Lake Station, several sampling events for several				successive years. This data set contains both surface data (depth of zero) and multi-depth				data. Note that not all variables were measured on all lakes. Documentation: Johnson, M.D.				(1984) Documentation and quality assurance of the computer files of historical water				chemistry data from the Wisconsin Northern Highland Lake District (the Birge and Juday				data).Wisconsin DNR Technical Report. Note: Values of -99999 in water quality data indicate				trace amount of parameter was present. Number of sites: 663 (generally one sampling point				per lake; occasionally, several sampling points per lake on multibasin, large lakes). Note:				This data set was updated in 2013 to include multi-depth and additional surface data for a				large subset of lakes. These additions expanded the number of sites from 605 to 663, and				expanded the date range from 1925-1942 to 1900-1943 . Furthermore, 14 lakes in Minnesota				were added to the data set contributing additional surface and multi-depth data.  Another				dataset was added in 2013 collected by Wisconsin limnologists Chauncey Juday and Edward				Birge, this data set contains variables that are still commonly used in research. For				example, temperature, dissolved carbon dioxide, color, pH, secchi disk, plankton, and				silica. However, the data set also includes variables that are not commonly used, for				example, crude protein, non-amino nitrogen, ether extract, and total organic and inorganic				material. These data are characteristic of water chemistry analysis from the time in which				they were compiled (5/31/1915 - 8/29/1938). The data set features data from 586 different				lakes, primarily lakes in the Northern Highland Lakes District of Wisconsin. However, there				is also data from lakes in southeastern and southcentral Wisconsin. Furthermore, there is a				minimal amount of data  from lakes in Minnesota, Ohio,New York, Alaska, the Philippines, and				the United Kingdom. Documentation:Birge, E.A., and Juday, C. 1922. The inland lakes of				Wisconsin. The Plankton I. Its quantity and chemical composition. Bulletin, Wis. Geol. and				Nat. Hist. Survey No. 64: (Scientific series 13), ix-222. ","biogeochemistry, history, meteorology, aquatic, survey, plankton, landform, water, calcium, carbon, chloride, conductivity, iron, magnesium, nitrogen cycle, inorganic matter, nutrient, phosphorus cycle, silicon, sulfur cycle, water biogeochemistry, temperature, freshwater, lake, basin, ammonium, ammonia, nitrate, nitrogen, inorganic nutrient, phosphorus, silica, sulfate, water quality, water clarity"
"knb-lter-ntl.107","EPA Eastern Lake Survey original data for the Upper Midwest Region 1984","Overton, W. S., P. Kanciruk, L. A. Hook, J. M. Eilers, D. H. Landers, D. F. BRAKKE, R.				A. Linthurst, and M. D. DeHaan. 1986. Characteristics of lakes in the Eastern United States.				Vol. 2. Lakes sampled and descriptive statistics for physical and chemical variables. US EPA				600/4-86/007B. 369 p. The Eastern Lake Survey-Phase I (ELS-I), conducted in the fall of				1984, was the first part of a long-term effort by the U.S. Environmental Protection Agency				known as the National Surface Water Survey. It was designed to synoptically quantify the				acid-base status of surface waters in the United States in areas expected to exhibit low				buffering capacity. The effort was in support of the National Acid Precipitation Assessment				Program (NAPAP). The survey involved a three-month field effort in which 1612 probability				sample lakes and 186 special interest lakes in the northeast, southeast, and upper midwest				regions of the United States were sampled. This dataset includes data on 592 lakes in				Michigan, Minnesota and Wisconsin. Number of sites: 592 ","biogeochemistry, ecology, meteorology, aquatic, survey, hydrologic process, water, calcium, carbon, chloride, conductivity, iron, magnesium, nitrogen cycle, inorganic matter, nutrient, phosphorus cycle, potassium, silicon, sodium, sulfur cycle, aquatic ecology, precipitation, freshwater, lake, precipitation, ammonium, ammonia, nitrate, nitrogen, inorganic nutrient, phosphate, silica, sulfate"
